collarid,DATETIME,LATITUDE,LONGITUDE,HEADING,ALTITUDE
st2010-3507,27/04/2014 00:00,0.79915,37.13126,159,1156
st2010-3507,27/04/2014 01:00,0.799128,37.131298,222,1159
st2010-3507,27/04/2014 02:00,0.799423,37.134767,299,1167
st2010-3507,27/04/2014 03:00,0.798395,37.135067,0,1176
st2010-3507,27/04/2014 04:00,0.798318,37.134935,31,1165
st2010-3507,27/04/2014 05:00,0.798215,37.135002,0,1165
st2010-3507,27/04/2014 06:00,0.800195,37.134435,0,1165
st2010-3507,27/04/2014 07:00,0.802405,37.133865,115,1163
st2010-3507,27/04/2014 08:01,0.802375,37.136255,280,1160
st2010-3507,27/04/2014 09:00,0.80687,37.139623,291,1154
st2010-3507,27/04/2014 10:00,0.80649,37.139048,284,1155
st2010-3507,27/04/2014 11:00,0.806635,37.139002,76,1158
st2010-3507,27/04/2014 12:00,0.803675,37.140252,359,1163
st2010-3507,27/04/2014 13:00,0.800805,37.141385,0,1167
st2010-3507,27/04/2014 14:00,0.800023,37.142403,0,1153
st2010-3507,27/04/2014 15:00,0.800737,37.14158,58,1142
st2010-3507,27/04/2014 22:00,0.798362,37.135207,349,1160
st2010-3507,27/04/2014 23:00,0.801948,37.133282,193,1172
st2010-3507,28/04/2014 00:00,0.798022,37.130083,285,1189
st2010-3507,28/04/2014 01:01,0.780808,37.117778,63,1102
st2010-3507,28/04/2014 02:00,0.793187,37.126665,39,1129
st2010-3507,28/04/2014 03:00,0.799445,37.13357,218,1130
st2010-3507,28/04/2014 04:00,0.799282,37.133758,77,1143
st2010-3507,28/04/2014 05:01,0.798952,37.134525,52,1166
st2010-3507,28/04/2014 06:00,0.800157,37.133468,198,1164
st2010-3507,28/04/2014 07:00,0.800967,37.134702,131,1117
st2010-3507,28/04/2014 08:00,0.802047,37.136352,268,1025
st2010-3507,28/04/2014 09:00,0.802068,37.136153,85,1042
st2010-3507,28/04/2014 10:00,0.809283,37.136725,201,1056
st2010-3507,28/04/2014 11:00,0.808775,37.13811,5,1055
st2010-3507,28/04/2014 12:00,0.808395,37.139247,265,1170
st2010-3507,28/04/2014 13:00,0.804852,37.140463,0,1173
st2010-3507,28/04/2014 14:00,0.803888,37.141452,204,1139
st2010-3507,28/04/2014 15:01,0.809975,37.144432,310,1158
st2010-3507,28/04/2014 16:00,0.803483,37.14149,134,1152
st2010-3507,28/04/2014 17:00,0.805268,37.14694,114,1131
st2010-3507,28/04/2014 18:00,0.80553,37.14582,166,1145
st2010-3507,28/04/2014 19:00,0.804807,37.14558,292,1150
st2010-3507,28/04/2014 20:00,0.799662,37.13488,313,1163
st2010-3507,28/04/2014 21:00,0.798922,37.135073,308,1165
st2010-3507,28/04/2014 22:00,0.797893,37.13483,163,1155
st2010-3507,28/04/2014 23:00,0.798365,37.134187,319,1145
st2010-3507,29/04/2014 00:00,0.79779,37.134108,123,1169
st2010-3507,29/04/2014 01:00,0.798048,37.134073,97,1168
st2010-3507,29/04/2014 02:00,0.798127,37.134312,93,1148
st2010-3507,29/04/2014 03:00,0.798037,37.134462,99,1175
st2010-3507,29/04/2014 04:00,0.79976,37.133375,261,1160
st2010-3507,29/04/2014 05:00,0.802323,37.133035,286,1149
st2010-3507,29/04/2014 06:00,0.802837,37.134165,137,1169
st2010-3507,29/04/2014 07:01,0.802837,37.134165,137,1169
st2010-3507,29/04/2014 08:00,0.801558,37.13764,261,1189
st2010-3507,29/04/2014 09:00,0.804988,37.140302,51,1299
st2010-3507,29/04/2014 10:00,0.80568,37.139763,261,1163
st2010-3507,29/04/2014 11:00,0.806902,37.13923,85,1156
st2010-3507,29/04/2014 12:00,0.807038,37.139932,149,1170
st2010-3507,29/04/2014 13:00,0.80664,37.14034,31,1161
st2010-3507,29/04/2014 14:00,0.80671,37.140307,29,1166
st2010-3507,29/04/2014 15:00,0.805947,37.139857,352,1153
st2010-3507,29/04/2014 16:00,0.804657,37.14136,97,1156
st2010-3507,29/04/2014 17:00,0.80467,37.140688,165,1163
st2010-3507,29/04/2014 18:00,0.798603,37.14278,108,1132
st2010-3507,29/04/2014 19:01,0.798017,37.14034,86,1171
st2010-3507,29/04/2014 20:00,0.800522,37.13299,66,1166
st2010-3507,29/04/2014 21:00,0.801958,37.13254,281,1165
st2010-3507,29/04/2014 22:00,0.802447,37.132725,109,1161
st2010-3507,29/04/2014 23:00,0.800773,37.132737,36,1153
st2010-3507,30/04/2014 00:00,0.79977,37.133123,224,1158
st2010-3507,30/04/2014 01:00,0.783243,37.11936,247,1102
st2010-3507,30/04/2014 02:00,0.789508,37.123625,349,1108
st2010-3507,30/04/2014 03:00,0.801867,37.132837,116,1149
st2010-3507,30/04/2014 04:00,0.802613,37.132222,233,1168
st2010-3507,30/04/2014 05:00,0.802233,37.132135,349,1242
st2010-3507,30/04/2014 06:00,0.801778,37.133935,56,1155
st2010-3507,30/04/2014 07:00,0.802447,37.132838,226,1242
st2010-3507,30/04/2014 08:01,0.801888,37.134252,44,1176
st2010-3507,30/04/2014 09:00,0.801363,37.134545,189,1185
st2010-3507,30/04/2014 10:00,0.806095,37.138572,85,1172
st2010-3507,30/04/2014 11:00,0.805648,37.139968,0,1204
st2010-3507,30/04/2014 12:00,0.804223,37.1403,193,1151
st2010-3507,30/04/2014 13:00,0.805308,37.139355,84,1274
st2010-3507,30/04/2014 14:00,0.806813,37.138725,74,1162
st2010-3507,30/04/2014 15:00,0.806387,37.138683,99,1161
st2010-3507,30/04/2014 16:00,0.807123,37.13843,55,1161
st2010-3507,30/04/2014 17:00,0.805193,37.139975,285,1155
st2010-3507,30/04/2014 18:00,0.803012,37.138622,172,1157
st2010-3507,30/04/2014 19:00,0.799508,37.134663,101,1128
st2010-3507,30/04/2014 20:01,0.799463,37.134407,81,1171
st2010-3507,30/04/2014 21:00,0.797893,37.134682,89,1158
st2010-3507,30/04/2014 22:00,0.798053,37.134128,154,1158
st2010-3507,30/04/2014 23:00,0.799152,37.134432,121,1161
st2010-3507,01/05/2014 00:00,0.799713,37.13353,336,1187
st2010-3507,01/05/2014 01:00,0.7984,37.135625,0,1161
st2010-3507,01/05/2014 02:00,0.798475,37.135872,162,1161
st2010-3507,01/05/2014 03:00,0.798042,37.137722,155,1145
st2010-3507,01/05/2014 04:00,0.798165,37.137087,270,1245
st2010-3507,01/05/2014 05:00,0.798408,37.137698,206,1161
st2010-3507,01/05/2014 06:00,0.799077,37.135613,222,1161
st2010-3507,01/05/2014 07:00,0.800843,37.13494,158,1161
st2010-3507,01/05/2014 08:00,0.800468,37.135735,118,1161
st2010-3507,01/05/2014 09:00,0.801245,37.135788,13,1161
st2010-3507,01/05/2014 10:00,0.800393,37.133972,40,1165
st2010-3507,01/05/2014 11:00,0.800698,37.134255,18,1169
st2010-3507,01/05/2014 12:00,0.80066,37.138108,6,1161
st2010-3507,01/05/2014 13:00,0.801907,37.141392,343,1155
st2010-3507,01/05/2014 14:00,0.801348,37.142162,5,1111
st2010-3507,01/05/2014 15:00,0.799483,37.14106,287,1140
st2010-3507,01/05/2014 16:00,0.797508,37.143388,274,1116
st2010-3507,01/05/2014 17:00,0.79338,37.141625,286,1143
st2010-3507,01/05/2014 18:00,0.782312,37.143223,231,1148
st2010-3507,01/05/2014 19:00,0.777937,37.140403,45,1130
st2010-3507,01/05/2014 20:00,0.775635,37.12905,236,1116
st2010-3507,01/05/2014 21:00,0.780823,37.134527,60,1125
st2010-3507,01/05/2014 22:00,0.79181,37.136082,295,1171
st2010-3507,01/05/2014 23:00,0.793728,37.135582,1,1143
st2010-3507,02/05/2014 00:00,0.80013,37.133238,106,1151
st2010-3507,02/05/2014 01:00,0.800843,37.133072,125,1150
st2010-3507,02/05/2014 02:00,0.802038,37.134112,15,1165
st2010-3507,02/05/2014 03:00,0.80172,37.134308,264,1175
st2010-3507,02/05/2014 04:00,0.802067,37.133442,263,1143
st2010-3507,02/05/2014 05:00,0.802742,37.132842,117,1162
st2010-3507,02/05/2014 06:00,0.802487,37.133547,339,1153
st2010-3507,02/05/2014 07:00,0.800992,37.134548,176,1165
st2010-3507,02/05/2014 08:00,0.8019,37.134523,109,1168
st2010-3507,02/05/2014 09:00,0.801903,37.135815,343,1145
st2010-3507,02/05/2014 10:00,0.802267,37.13672,348,1171
st2010-3507,02/05/2014 11:00,0.801883,37.136833,241,1194
st2010-3507,02/05/2014 12:00,0.80242,37.13618,2,1151
st2010-3507,02/05/2014 13:00,0.800795,37.133803,114,1151
st2010-3507,02/05/2014 14:00,0.799148,37.13486,0,1168
st2010-3507,02/05/2014 15:00,0.799667,37.135105,7,1154
st2010-3507,02/05/2014 16:00,0.799655,37.135045,64,1167
st2010-3507,02/05/2014 17:00,0.800462,37.134247,12,1156
st2010-3507,02/05/2014 18:00,0.801873,37.13483,310,1237
st2010-3507,02/05/2014 19:00,0.804275,37.13521,325,1155
st2010-3507,02/05/2014 20:00,0.80067,37.134098,184,1181
st2010-3507,02/05/2014 21:00,0.80229,37.135192,227,1181
st2010-3507,02/05/2014 22:00,0.802458,37.133715,267,1180
st2010-3507,02/05/2014 23:00,0.802338,37.132788,347,1157
st2010-3507,03/05/2014 00:00,0.800088,37.133595,275,1188
st2010-3507,03/05/2014 01:00,0.801493,37.136603,33,1163
st2010-3507,03/05/2014 02:00,0.801503,37.136592,53,1199
st2010-3507,03/05/2014 03:00,0.801585,37.136612,119,1148
st2010-3507,03/05/2014 04:00,0.789708,37.140003,269,1127
st2010-3507,03/05/2014 05:00,0.77604,37.124057,141,1077
st2010-3507,03/05/2014 06:00,0.777522,37.140068,58,1093
st2010-3507,03/05/2014 07:00,0.776765,37.141423,113,1125
st2010-3507,03/05/2014 08:00,0.775837,37.139302,56,1024
st2010-3507,03/05/2014 09:01,0.77831,37.140507,51,1138
st2010-3507,03/05/2014 10:00,0.779508,37.140895,33,1137
st2010-3507,03/05/2014 11:00,0.780185,37.141007,354,1124
st2010-3507,03/05/2014 12:00,0.782313,37.142855,0,1136
st2010-3507,03/05/2014 13:01,0.780227,37.13964,139,1149
st2010-3507,03/05/2014 14:00,0.776282,37.142052,246,1163
st2010-3507,03/05/2014 15:00,0.776265,37.142928,217,1163
st2010-3507,03/05/2014 16:00,0.773755,37.143317,196,1163
st2010-3507,03/05/2014 17:01,0.77652,37.1431,134,1163
st2010-3507,03/05/2014 18:00,0.777852,37.142105,41,1163
st2010-3507,03/05/2014 19:01,0.777852,37.142105,41,1163
st2010-3507,03/05/2014 20:00,0.784835,37.140837,349,1163
st2010-3507,03/05/2014 21:00,0.79861,37.138593,232,1163
st2010-3507,03/05/2014 22:00,0.800435,37.136918,305,1163
st2010-3507,03/05/2014 23:00,0.801187,37.13372,220,1161
st2010-3507,04/05/2014 00:00,0.802767,37.13262,168,1163
st2010-3507,04/05/2014 01:00,0.801453,37.134173,295,1163
st2010-3507,04/05/2014 02:00,0.801353,37.134433,112,1163
st2010-3507,04/05/2014 03:00,0.80109,37.13478,95,1170
st2010-3507,04/05/2014 10:00,0.789608,37.277357,241,1091
st2010-3507,04/05/2014 11:00,0.791285,37.266768,237,1096
st2010-3507,04/05/2014 12:00,0.792662,37.267388,177,1057
st2010-3507,04/05/2014 13:00,0.798493,37.29454,162,1073
st2010-3507,04/05/2014 14:00,0.80132,37.330555,212,1124
st2010-3507,04/05/2014 15:00,0.78832,37.34287,114,1098
st2010-3507,04/05/2014 16:00,0.784353,37.355412,4,951
st2010-3507,04/05/2014 17:00,0.785983,37.361182,147,1056
st2010-3507,04/05/2014 18:00,0.784782,37.359805,152,948
st2010-3507,04/05/2014 19:00,0.770015,37.346837,189,948
st2010-3507,04/05/2014 20:00,0.763083,37.345122,43,1071
st2010-3507,04/05/2014 21:00,0.776863,37.35368,69,1075
st2010-3507,04/05/2014 22:00,0.781152,37.36078,284,1070
st2010-3507,04/05/2014 23:00,0.783957,37.36055,46,1073
st2010-3507,05/05/2014 00:00,0.78698,37.360463,207,1044
st2010-3507,05/05/2014 01:00,0.783853,37.35999,6,1074
st2010-3507,05/05/2014 02:00,0.782377,37.361187,86,1063
st2010-3507,05/05/2014 03:00,0.782005,37.36106,275,1059
st2010-3507,05/05/2014 04:00,0.782143,37.36165,59,1063
st2010-3507,05/05/2014 05:00,0.781482,37.362147,114,1063
st2010-3507,05/05/2014 06:00,0.78105,37.362932,214,1067
st2010-3507,05/05/2014 07:00,0.770168,37.372037,125,1064
st2010-3507,05/05/2014 08:00,0.757103,37.388067,196,1051
st2010-3507,05/05/2014 09:00,0.752142,37.405268,67,1062
st2010-3507,05/05/2014 10:00,0.75231,37.407925,238,1031
st2010-3507,05/05/2014 11:00,0.751307,37.407735,42,1134
st2010-3507,05/05/2014 12:00,0.751487,37.41179,253,1067
st2010-3507,05/05/2014 13:01,0.751487,37.41179,253,1067
st2010-3507,05/05/2014 14:00,0.754863,37.414313,80,1058
st2010-3507,05/05/2014 15:00,0.756102,37.414242,72,1057
st2010-3507,05/05/2014 16:00,0.757227,37.414252,304,1057
st2010-3507,05/05/2014 17:01,0.75657,37.416227,30,1054
st2010-3507,05/05/2014 18:00,0.75437,37.411115,264,1059
st2010-3507,05/05/2014 19:00,0.749205,37.400478,322,1038
st2010-3507,05/05/2014 20:00,0.752043,37.391732,109,1057
st2010-3507,05/05/2014 21:00,0.752525,37.391617,275,1125
st2010-3507,05/05/2014 22:00,0.756323,37.389465,258,1125
st2010-3507,05/05/2014 23:00,0.758772,37.371602,260,1050
st2010-3507,06/05/2014 00:00,0.762262,37.35119,12,1064
st2010-3507,06/05/2014 01:00,0.767795,37.344372,245,1078
st2010-3507,06/05/2014 02:00,0.776862,37.354453,345,1079
st2010-3507,06/05/2014 03:00,0.7786,37.355463,0,941
st2010-3507,06/05/2014 04:00,0.781463,37.354275,24,1069
st2010-3507,06/05/2014 05:00,0.781895,37.354702,26,1085
st2010-3507,06/05/2014 06:00,0.784642,37.359528,131,1068
st2010-3507,06/05/2014 07:00,0.784628,37.369378,102,1069
st2010-3507,06/05/2014 08:00,0.781107,37.374527,100,1069
st2010-3507,06/05/2014 09:00,0.78338,37.37567,315,1076
st2010-3507,06/05/2014 10:00,0.786553,37.371573,280,1087
st2010-3507,06/05/2014 11:00,0.788495,37.37128,303,1098
st2010-3507,06/05/2014 12:00,0.790367,37.371185,35,1068
st2010-3507,06/05/2014 13:00,0.790862,37.37028,26,1084
st2010-3507,06/05/2014 14:00,0.790678,37.36932,347,1085
st2010-3507,06/05/2014 15:00,0.789467,37.36995,74,1077
st2010-3507,06/05/2014 16:00,0.78812,37.368162,117,1086
st2010-3507,06/05/2014 17:00,0.785223,37.366657,263,1071
st2010-3507,06/05/2014 18:00,0.788627,37.36641,311,1084
st2010-3507,06/05/2014 19:00,0.790298,37.360007,314,1069
st2010-3507,06/05/2014 20:00,0.789327,37.352118,310,1080
st2010-3507,06/05/2014 21:00,0.787943,37.343118,33,1090
st2010-3507,06/05/2014 22:00,0.789088,37.337102,71,1127
st2010-3507,06/05/2014 23:00,0.789117,37.329193,309,1104
st2010-3507,07/05/2014 00:00,0.796435,37.325218,103,1114
st2010-3507,07/05/2014 01:00,0.800468,37.332468,67,1116
st2010-3507,07/05/2014 02:00,0.802453,37.334513,248,1104
st2010-3507,07/05/2014 03:00,0.802407,37.334792,231,1110
st2010-3507,07/05/2014 04:00,0.802148,37.334008,280,1111
st2010-3507,07/05/2014 05:00,0.806332,37.332623,177,1108
st2010-3507,07/05/2014 06:00,0.806738,37.33298,319,1107
st2010-3507,07/05/2014 07:00,0.80781,37.334682,187,1108
st2010-3507,07/05/2014 08:00,0.80671,37.333172,189,1124
st2010-3507,07/05/2014 09:00,0.807083,37.333827,89,1154
st2010-3507,07/05/2014 10:00,0.81027,37.335412,105,1103
st2010-3507,07/05/2014 11:00,0.807305,37.33396,106,1115
st2010-3507,07/05/2014 12:00,0.808783,37.333515,37,1108
st2010-3507,07/05/2014 13:00,0.811808,37.332205,43,1113
st2010-3507,07/05/2014 14:00,0.809125,37.330682,53,1111
st2010-3507,07/05/2014 15:00,0.803602,37.330013,325,1120
st2010-3507,07/05/2014 16:00,0.800672,37.328282,10,1129
st2010-3507,07/05/2014 17:01,0.79831,37.325588,41,1111
st2010-3507,07/05/2014 18:00,0.79871,37.324902,270,1120
st2010-3507,07/05/2014 19:00,0.79788,37.325817,62,1122
st2010-3507,07/05/2014 20:00,0.797672,37.32577,197,1108
st2010-3507,07/05/2014 21:01,0.798303,37.328443,138,1088
st2010-3507,07/05/2014 22:00,0.801547,37.334795,200,1130
st2010-3507,07/05/2014 23:00,0.80189,37.33407,12,1126
st2010-3507,08/05/2014 00:00,0.804242,37.334775,5,1131
st2010-3507,08/05/2014 01:00,0.801077,37.330785,58,1117
st2010-3507,08/05/2014 02:00,0.801215,37.330462,224,1117
st2010-3507,08/05/2014 03:00,0.801225,37.333505,322,1115
st2010-3507,08/05/2014 04:00,0.790347,37.350703,106,1079
st2010-3507,08/05/2014 05:00,0.786947,37.352305,170,1069
st2010-3507,08/05/2014 06:00,0.786895,37.352267,190,1050
st2010-3507,08/05/2014 07:00,0.787772,37.357213,226,1063
st2010-3507,08/05/2014 08:00,0.798735,37.357828,352,1087
st2010-3507,08/05/2014 09:01,0.799232,37.359592,342,1082
st2010-3507,08/05/2014 10:00,0.79293,37.361848,166,1079
st2010-3507,08/05/2014 11:00,0.786553,37.364658,3,1044
st2010-3507,08/05/2014 12:00,0.78782,37.365852,98,1079
st2010-3507,08/05/2014 13:00,0.787033,37.366015,85,1117
st2010-3507,08/05/2014 14:01,0.78833,37.364465,54,1074
st2010-3507,08/05/2014 15:00,0.788423,37.363207,102,1065
st2010-3507,08/05/2014 16:00,0.787005,37.365165,102,1071
st2010-3507,08/05/2014 17:00,0.786973,37.363592,352,1065
st2010-3507,08/05/2014 18:00,0.791703,37.358308,311,1077
st2010-3507,08/05/2014 19:00,0.794228,37.353115,162,1071
st2010-3507,08/05/2014 20:00,0.791688,37.34496,145,1090
st2010-3507,08/05/2014 21:00,0.786477,37.321843,263,1087
st2010-3507,08/05/2014 22:01,0.766125,37.301728,271,1014
st2010-3507,08/05/2014 23:00,0.766673,37.278925,322,1014
st2010-3507,09/05/2014 00:00,0.761115,37.263915,12,975
st2010-3507,09/05/2014 01:00,0.760405,37.262287,95,975
st2010-3507,09/05/2014 02:00,0.767733,37.270248,71,982
st2010-3507,09/05/2014 03:00,0.77538,37.28546,78,1034
st2010-3507,09/05/2014 04:00,0.790575,37.305537,31,1065
st2010-3507,09/05/2014 05:00,0.800912,37.322772,352,1132
st2010-3507,09/05/2014 06:00,0.801403,37.323035,243,1082
st2010-3507,09/05/2014 07:00,0.809483,37.336765,63,1087
st2010-3507,09/05/2014 08:00,0.817422,37.337403,203,1100
st2010-3507,09/05/2014 09:00,0.82558,37.333355,113,1125
st2010-3507,09/05/2014 10:00,0.826125,37.332548,242,1093
st2010-3507,09/05/2014 11:00,0.826417,37.330142,352,1104
st2010-3507,09/05/2014 12:00,0.826118,37.330088,346,1116
st2010-3507,09/05/2014 13:00,0.825755,37.32926,347,1109
st2010-3507,09/05/2014 14:00,0.827648,37.32638,299,1123
st2010-3507,09/05/2014 15:00,0.828473,37.326415,260,1117
st2010-3507,09/05/2014 16:00,0.82854,37.327352,34,1115
st2010-3507,09/05/2014 17:00,0.826658,37.323475,191,1130
st2010-3507,09/05/2014 18:00,0.82958,37.320498,321,1136
st2010-3507,09/05/2014 19:00,0.827952,37.312325,230,1141
st2010-3507,09/05/2014 20:00,0.82453,37.29527,209,1111
st2010-3507,09/05/2014 21:00,0.822833,37.279797,315,1086
st2010-3507,09/05/2014 22:00,0.822278,37.282233,159,1087
st2010-3507,09/05/2014 23:00,0.813713,37.306535,68,1098
st2010-3507,10/05/2014 00:00,0.803485,37.321263,112,1128
st2010-3507,10/05/2014 01:00,0.801497,37.321693,191,1097
st2010-3507,10/05/2014 02:01,0.798155,37.325805,301,1096
st2010-3507,10/05/2014 03:00,0.797382,37.327233,343,1096
st2010-3507,10/05/2014 04:00,0.797363,37.327293,146,1126
st2010-3507,10/05/2014 05:00,0.79968,37.334367,40,1100
st2010-3507,10/05/2014 06:00,0.79131,37.348355,160,1078
st2010-3507,10/05/2014 07:00,0.788383,37.356167,133,1074
st2010-3507,10/05/2014 08:00,0.784903,37.362198,110,1060
st2010-3507,10/05/2014 09:00,0.785555,37.362077,28,1073
st2010-3507,10/05/2014 10:00,0.787282,37.36325,10,1106
st2010-3507,10/05/2014 11:00,0.78801,37.363427,308,1060
st2010-3507,10/05/2014 12:01,0.787908,37.362777,253,1082
st2010-3507,10/05/2014 13:00,0.787425,37.362112,167,1051
st2010-3507,10/05/2014 14:00,0.787487,37.362168,158,1067
st2010-3507,10/05/2014 15:01,0.78907,37.36481,325,1077
st2010-3507,10/05/2014 22:00,0.770333,37.348927,328,1064
st2010-3507,10/05/2014 23:00,0.777488,37.35206,38,1074
st2010-3507,11/05/2014 00:00,0.783403,37.359345,7,1081
st2010-3507,11/05/2014 01:00,0.784135,37.360885,77,1064
st2010-3507,11/05/2014 02:00,0.785015,37.360045,209,1077
st2010-3507,11/05/2014 03:00,0.783922,37.359947,104,1113
st2010-3507,11/05/2014 04:00,0.783803,37.359545,279,1123
st2010-3507,11/05/2014 05:00,0.783708,37.35918,129,1065
st2010-3507,11/05/2014 06:00,0.784388,37.358632,138,1046
st2010-3507,11/05/2014 07:00,0.79142,37.355063,277,1077
st2010-3507,11/05/2014 08:00,0.788553,37.363305,198,1069
st2010-3507,11/05/2014 09:01,0.785198,37.374417,306,1084
st2010-3507,11/05/2014 10:00,0.783637,37.374662,153,1085
st2010-3507,11/05/2014 11:00,0.782192,37.378737,336,1099
st2010-3507,11/05/2014 12:00,0.784167,37.380008,90,1078
st2010-3507,11/05/2014 13:00,0.783877,37.38041,11,1104
st2010-3507,11/05/2014 14:00,0.78449,37.379698,0,1097
st2010-3507,11/05/2014 15:00,0.78374,37.377962,15,1087
st2010-3507,11/05/2014 16:00,0.782693,37.379093,14,1117
st2010-3507,11/05/2014 17:00,0.782143,37.375365,150,1088
st2010-3507,11/05/2014 18:00,0.780707,37.37729,0,1089
st2010-3507,11/05/2014 19:00,0.777733,37.377533,78,1080
st2010-3507,11/05/2014 20:00,0.770188,37.370707,204,1062
st2010-3507,11/05/2014 21:00,0.770135,37.370835,240,1055
st2010-3507,11/05/2014 22:00,0.768948,37.370082,0,1069
st2010-3507,11/05/2014 23:00,0.769648,37.357465,296,1071
st2010-3507,12/05/2014 00:00,0.762102,37.343063,237,1071
st2010-3507,12/05/2014 01:00,0.772368,37.34514,29,1086
st2010-3507,12/05/2014 02:00,0.787737,37.34806,296,1092
st2010-3507,12/05/2014 03:00,0.791212,37.349445,243,1078
st2010-3507,12/05/2014 04:00,0.791392,37.349232,286,1061
st2010-3507,12/05/2014 05:01,0.791882,37.359732,204,1079
st2010-3507,12/05/2014 06:00,0.788092,37.361938,107,1044
st2010-3507,12/05/2014 07:00,0.782895,37.373863,139,1058
st2010-3507,12/05/2014 08:00,0.779562,37.377382,195,1061
st2010-3507,12/05/2014 09:00,0.779788,37.378852,77,1092
st2010-3507,12/05/2014 10:00,0.780752,37.38027,30,1061
st2010-3507,12/05/2014 11:01,0.780008,37.377158,279,1088
st2010-3507,12/05/2014 12:00,0.778402,37.376742,67,1080
st2010-3507,12/05/2014 13:00,0.775848,37.376317,201,1078
st2010-3507,12/05/2014 14:00,0.775345,37.376227,91,1055
st2010-3507,12/05/2014 15:01,0.773698,37.375423,46,1033
st2010-3507,12/05/2014 16:00,0.778863,37.374808,353,1033
st2010-3507,12/05/2014 17:00,0.779182,37.37314,259,1034
st2010-3507,12/05/2014 18:00,0.778668,37.37548,163,1082
st2010-3507,12/05/2014 19:00,0.77828,37.37241,140,1081
st2010-3507,12/05/2014 20:00,0.782887,37.359347,283,1080
st2010-3507,12/05/2014 21:01,0.783002,37.359382,332,1066
st2010-3507,12/05/2014 22:00,0.783235,37.359507,8,1079
st2010-3507,12/05/2014 23:00,0.781345,37.354425,95,1070
st2010-3507,13/05/2014 00:00,0.781243,37.354363,248,1074
st2010-3507,13/05/2014 01:00,0.780928,37.354118,65,1064
st2010-3507,13/05/2014 02:00,0.769885,37.346607,193,1079
st2010-3507,13/05/2014 03:00,0.770353,37.34567,54,1089
st2010-3507,13/05/2014 04:00,0.777012,37.353552,181,1064
st2010-3507,13/05/2014 05:00,0.777953,37.353745,324,1069
st2010-3507,13/05/2014 06:00,0.782818,37.358152,64,1066
st2010-3507,13/05/2014 07:01,0.78591,37.362433,260,1061
st2010-3507,13/05/2014 08:00,0.781372,37.374898,194,1077
st2010-3507,13/05/2014 09:00,0.780058,37.37765,47,1093
st2010-3507,13/05/2014 10:00,0.782163,37.377758,318,1095
st2010-3507,13/05/2014 11:01,0.784022,37.37778,73,1095
st2010-3507,13/05/2014 12:00,0.782878,37.379263,34,1094
st2010-3507,13/05/2014 13:00,0.783532,37.3801,129,1081
st2010-3507,13/05/2014 14:00,0.784452,37.381718,81,1108
st2010-3507,13/05/2014 15:01,0.785135,37.38225,265,1135
st2010-3507,13/05/2014 16:00,0.785645,37.381245,270,1135
st2010-3507,13/05/2014 17:00,0.788603,37.380447,169,1135
st2010-3507,13/05/2014 18:00,0.792193,37.375232,205,1135
st2010-3507,13/05/2014 19:00,0.78756,37.363403,0,1135
st2010-3507,13/05/2014 20:00,0.786755,37.348883,290,1081
st2010-3507,13/05/2014 21:00,0.789838,37.33578,258,1117
st2010-3507,13/05/2014 22:00,0.788905,37.333415,320,1100
st2010-3507,13/05/2014 23:01,0.788567,37.331718,334,1112
st2010-3507,14/05/2014 00:00,0.78866,37.331238,323,1120
st2010-3507,14/05/2014 01:00,0.78569,37.32911,13,1090
st2010-3507,14/05/2014 02:00,0.787627,37.329645,337,1080
st2010-3507,14/05/2014 03:00,0.789148,37.330058,0,1106
st2010-3507,14/05/2014 04:00,0.785712,37.330147,232,1103
st2010-3507,14/05/2014 05:00,0.78611,37.33081,0,1085
st2010-3507,14/05/2014 06:00,0.78854,37.331078,101,1110
st2010-3507,14/05/2014 07:01,0.790873,37.331965,121,1117
st2010-3507,14/05/2014 08:00,0.792412,37.335668,0,1113
st2010-3507,14/05/2014 09:00,0.796812,37.332335,358,1118
st2010-3507,14/05/2014 10:00,0.799915,37.330285,294,1095
st2010-3507,14/05/2014 11:00,0.800635,37.331407,22,1124
st2010-3507,14/05/2014 12:00,0.801027,37.331548,256,1114
st2010-3507,14/05/2014 13:00,0.801668,37.33147,74,1115
st2010-3507,14/05/2014 14:00,0.801352,37.330902,326,1123
st2010-3507,14/05/2014 15:01,0.801673,37.330683,119,1094
st2010-3507,14/05/2014 16:00,0.799958,37.330955,231,1093
st2010-3507,14/05/2014 17:00,0.798773,37.323963,25,1093
st2010-3507,14/05/2014 18:00,0.797482,37.322635,46,1093
st2010-3507,14/05/2014 19:00,0.795807,37.32117,168,1093
st2010-3507,14/05/2014 20:00,0.792983,37.306877,157,1072
st2010-3507,14/05/2014 21:00,0.794395,37.284497,252,1081
st2010-3507,14/05/2014 22:00,0.796063,37.257673,286,1003
st2010-3507,14/05/2014 23:00,0.80399,37.228635,305,1060
st2010-3507,15/05/2014 00:00,0.806878,37.205008,0,1092
st2010-3507,15/05/2014 01:00,0.796848,37.188293,280,1064
st2010-3507,15/05/2014 02:00,0.802492,37.178002,290,1085
st2010-3507,15/05/2014 03:00,0.795887,37.170022,287,1061
st2010-3507,15/05/2014 04:00,0.789835,37.1533,75,1073
st2010-3507,15/05/2014 05:00,0.788603,37.145832,110,1128
st2010-3507,15/05/2014 06:00,0.7857,37.143337,121,1132
st2010-3507,15/05/2014 07:00,0.784777,37.143038,8,1132
st2010-3507,15/05/2014 08:00,0.784407,37.142135,187,1143
