collarid,DATETIME,LATITUDE,LONGITUDE,HEADING,SPEED,ALTITUDE
st2010-3510,01/01/2015 00:00,1.01378,37.20411,0,0.24,1251
st2010-3510,01/01/2015 01:00,1.009068,37.20829,0,0.16,1300
st2010-3510,01/01/2015 02:00,1.010072,37.20814,128,0.82,1312
st2010-3510,01/01/2015 03:00,1.01344,37.19645,16,3.22,1258
st2010-3510,01/01/2015 04:00,1.013968,37.19536,0,0.05,1217
st2010-3510,01/01/2015 05:00,1.020553,37.18592,339,1.82,1238
st2010-3510,01/01/2015 06:00,1.019483,37.18575,91,0.24,1258
st2010-3510,01/01/2015 07:00,1.016423,37.18727,102,0.07,1249
st2010-3510,01/01/2015 08:00,1.014247,37.18611,49,0.2,1252
st2010-3510,01/01/2015 09:00,1.007623,37.19072,39,0.71,1286
st2010-3510,01/01/2015 10:00,1.002407,37.19536,146,4.33,1236
st2010-3510,01/01/2015 11:00,1.000627,37.19698,355,0.2,1375
st2010-3510,01/01/2015 12:00,1.000383,37.19686,0,0.11,1280
st2010-3510,01/01/2015 13:00,0.9989267,37.19859,0,0.05,1316
st2010-3510,01/01/2015 14:00,0.9987333,37.19808,317,0.2,1278
st2010-3510,01/01/2015 15:00,0.9966767,37.19818,217,1.04,1238
st2010-3510,01/01/2015 16:00,0.99336,37.19777,120,2.42,1238
st2010-3510,01/01/2015 17:00,0.993395,37.19754,177,0.47,1247
st2010-3510,01/01/2015 18:00,0.992685,37.19791,97,2.51,1253
st2010-3510,01/01/2015 19:00,0.9943516,37.20015,30,2.75,1074
st2010-3510,01/01/2015 20:00,0.9881116,37.21512,0,0.44,1320
st2010-3510,01/01/2015 21:00,0.972465,37.22622,166,4.15,1220
st2010-3510,01/01/2015 22:00,0.9480683,37.24015,125,3.06,1234
st2010-3510,01/01/2015 23:00,0.9292184,37.25781,161,4.19,1223
st2010-3510,02/01/2015 01:00,0.9033467,37.27623,47,3.8,1224
st2010-3510,02/01/2015 02:00,0.8938466,37.29829,91,0.24,1206
st2010-3510,02/01/2015 03:00,0.870505,37.31445,214,0.05,1131
st2010-3510,02/01/2015 04:00,0.8647583,37.32972,122,3.53,1123
st2010-3510,02/01/2015 05:00,0.8362901,37.34452,259,0.05,1099
st2010-3510,02/01/2015 06:00,0.8245733,37.34666,0,0.6,1100
st2010-3510,02/01/2015 07:00,0.8216417,37.34476,74,0.46,1108
st2010-3510,02/01/2015 08:00,0.8199784,37.34425,261,0.2,1140
st2010-3510,02/01/2015 09:00,0.8200883,37.34179,0,0.22,1105
st2010-3510,02/01/2015 10:00,0.821495,37.34018,329,0.71,1095
st2010-3510,02/01/2015 11:00,0.8214967,37.34012,168,0.22,1102
