collarid,DATETIME,LATITUDE,LONGITUDE,HEADING,SPEED,ALTITUDE
st2010-3511,17/02/2015 10:00,0.588835,37.57351,262,0.07,872
st2010-3511,17/02/2015 11:00,0.5871267,37.57343,293,0.15,844
st2010-3511,17/02/2015 12:00,0.5867984,37.5728,0,0.22,862
st2010-3511,17/02/2015 13:00,0.5851883,37.57521,119,0.71,870
st2010-3511,17/02/2015 14:00,0.58579,37.57747,86,0.2,865
st2010-3511,17/02/2015 15:00,0.5783133,37.57882,48,0.38,866
st2010-3511,17/02/2015 17:00,0.59715,37.58381,36,0.53,874
st2010-3511,17/02/2015 18:00,0.5997249,37.58401,0,0.25,887
st2010-3511,17/02/2015 19:00,0.603915,37.58198,102,3.04,883
st2010-3511,17/02/2015 20:00,0.6052767,37.58763,54,0.71,876
st2010-3511,17/02/2015 21:00,0.6095899,37.60804,55,3.86,869
st2010-3511,17/02/2015 22:00,0.6133749,37.63182,111,3.8,838
st2010-3511,17/02/2015 23:00,0.6111467,37.636,252,0.15,882
st2010-3511,18/02/2015 00:00,0.6171867,37.6238,238,0.35,894
st2010-3511,18/02/2015 01:00,0.6100184,37.60357,240,3.82,871
st2010-3511,18/02/2015 02:00,0.608145,37.59321,267,0.04,934
st2010-3511,18/02/2015 04:00,0.6056134,37.58681,85,0.29,882
st2010-3511,18/02/2015 05:00,0.6055633,37.58692,313,0.38,883
st2010-3511,18/02/2015 06:00,0.6081733,37.58165,291,0.71,862
st2010-3511,18/02/2015 07:00,0.6088917,37.57642,130,0.04,864
st2010-3511,18/02/2015 09:00,0.5975683,37.56918,341,0.02,905
st2010-3511,18/02/2015 10:00,0.5921883,37.56919,285,0.35,930
st2010-3511,18/02/2015 11:00,0.5896367,37.57185,119,5.06,904
st2010-3511,18/02/2015 13:00,0.5830899,37.57338,102,0.07,862
st2010-3511,18/02/2015 14:00,0.5805849,37.574,4,0.25,865
st2010-3511,18/02/2015 15:00,0.5792083,37.57167,274,0.95,868
st2010-3511,18/02/2015 16:00,0.5777333,37.57022,112,0.35,868
st2010-3511,18/02/2015 18:00,0.579215,37.5663,280,0.16,870
