collarid,DATETIME,LATITUDE,LONGITUDE,HEADING,SPEED,ALTITUDE
st2010-3512,15/01/2015 00:00,0.17799,37.43361,359,1.13,1815
st2010-3512,15/01/2015 01:00,0.1930217,37.42838,96,0.95,1758
st2010-3512,15/01/2015 02:00,0.1935267,37.42814,125,0.6,1740
st2010-3512,15/01/2015 03:00,0.194995,37.42784,94,0.44,1728
st2010-3512,15/01/2015 04:00,0.1965967,37.42878,128,0.75,1735
st2010-3512,15/01/2015 05:00,0.1973083,37.4302,104,0.8,1723
st2010-3512,15/01/2015 06:00,0.19845,37.43109,162,0.53,1730
st2010-3512,15/01/2015 07:00,0.1991417,37.43093,290,2.75,1743
st2010-3512,15/01/2015 08:00,0.1985617,37.43095,120,0.16,1732
st2010-3512,15/01/2015 09:00,0.19915,37.43229,125,2.64,1712
st2010-3512,15/01/2015 10:00,0.20118,37.43444,29,0.66,1702
st2010-3512,15/01/2015 11:00,0.2080233,37.45437,74,0.44,1692
st2010-3512,15/01/2015 12:00,0.2075533,37.45451,53,1.18,1698
st2010-3512,15/01/2015 13:00,0.2059167,37.45475,216,0.66,1699
st2010-3512,15/01/2015 14:00,0.205825,37.45463,179,0.6,1694
st2010-3512,15/01/2015 15:00,0.2059167,37.45559,151,0.04,1693
st2010-3512,15/01/2015 16:00,0.2059017,37.45564,287,8.08,1695
st2010-3512,15/01/2015 17:00,0.2060917,37.45607,34,0.07,1705
st2010-3512,15/01/2015 18:00,0.20601,37.4575,112,5.44,1711
st2010-3512,15/01/2015 19:00,0.20463,37.45936,97,1.29,1664
st2010-3512,15/01/2015 20:00,0.19838,37.45793,221,0.07,1707
st2010-3512,15/01/2015 21:00,0.1968217,37.45399,341,0.67,1730
st2010-3512,15/01/2015 22:00,0.1972833,37.45401,246,2.49,1729
st2010-3512,15/01/2015 23:00,0.19718,37.45375,225,0.44,1718
st2010-3512,16/01/2015 00:00,0.19721,37.45371,130,0.82,1689
st2010-3512,16/01/2015 01:00,0.1977017,37.45314,274,0.66,1774
st2010-3512,16/01/2015 02:00,0.1977117,37.45375,288,0.16,1702
st2010-3512,16/01/2015 03:00,0.196995,37.45308,81,2.71,1692
st2010-3512,16/01/2015 04:00,0.1971633,37.45328,45,1.06,1706
st2010-3512,16/01/2015 05:00,0.19717,37.45299,69,2.88,1703
st2010-3512,16/01/2015 06:00,0.198045,37.45306,252,0.53,1682
st2010-3512,16/01/2015 07:00,0.19994,37.45407,314,0.13,1713
st2010-3512,16/01/2015 08:00,0.2015033,37.45492,221,1.95,1710
st2010-3512,16/01/2015 09:00,0.2037983,37.45367,122,1.13,1710
st2010-3512,16/01/2015 10:00,0.2045583,37.4506,243,2.57,1704
st2010-3512,16/01/2015 11:00,0.20426,37.45037,313,3.09,1695
st2010-3512,16/01/2015 12:00,0.203575,37.44682,261,2.97,1718
st2010-3512,16/01/2015 13:00,0.20224,37.44338,227,2.93,1706
st2010-3512,16/01/2015 14:00,0.2079,37.43264,166,2.35,1703
st2010-3512,16/01/2015 15:00,0.2055117,37.42708,172,0.2,1705
st2010-3512,16/01/2015 16:00,0.2054517,37.42714,8,2.58,1713
st2010-3512,16/01/2015 17:00,0.2056,37.42714,355,0.35,1692
st2010-3512,16/01/2015 18:00,0.2055266,37.42688,78,3.2,1699
st2010-3512,16/01/2015 19:00,0.2062267,37.42981,136,0.87,1730
st2010-3512,16/01/2015 20:00,0.2068033,37.43135,316,0.11,1770
st2010-3512,16/01/2015 21:00,0.2067967,37.43252,118,0.16,1727
st2010-3512,16/01/2015 22:00,0.2074883,37.43332,49,0.33,1726
st2010-3512,16/01/2015 23:00,0.2069567,37.4273,206,2.88,1722
st2010-3512,17/01/2015 00:00,0.20417,37.42582,164,3.04,1723
st2010-3512,17/01/2015 01:00,0.198365,37.42342,263,0.16,1736
st2010-3512,17/01/2015 02:00,0.1981133,37.42329,201,1.36,1762
st2010-3512,17/01/2015 03:00,0.1985183,37.42316,86,0.02,1722
st2010-3512,17/01/2015 04:00,0.1986583,37.42306,230,3.09,1669
st2010-3512,17/01/2015 05:00,0.1988933,37.42306,206,0.95,1761
st2010-3512,17/01/2015 06:00,0.198975,37.4226,164,0.13,1708
st2010-3512,17/01/2015 07:00,0.200075,37.42324,6,0.82,1728
st2010-3512,17/01/2015 08:00,0.20103,37.4255,147,0.2,1748
st2010-3512,17/01/2015 09:00,0.1975916,37.42716,281,0.25,1672
st2010-3512,17/01/2015 10:00,0.1969717,37.42768,346,0.95,1700
st2010-3512,17/01/2015 11:00,0.19707,37.42784,168,0.16,1735
st2010-3512,17/01/2015 12:00,0.1966883,37.42794,100,0.71,1740
st2010-3512,17/01/2015 13:00,0.1966917,37.42783,275,0.75,1756
st2010-3512,17/01/2015 14:00,0.1970383,37.42793,202,0.35,1729
st2010-3512,17/01/2015 15:00,0.1970783,37.42765,1,1.29,1716
st2010-3512,17/01/2015 16:00,0.1969517,37.42685,122,0.82,1725
st2010-3512,17/01/2015 17:00,0.19652,37.42758,259,1.2,1756
st2010-3512,17/01/2015 18:00,0.19637,37.42762,326,0.16,1738
st2010-3512,17/01/2015 19:00,0.195345,37.42731,87,0.29,1721
st2010-3512,17/01/2015 20:00,0.19539,37.42702,161,0.53,1737
st2010-3512,17/01/2015 21:00,0.19423,37.4266,287,0.71,1718
st2010-3512,17/01/2015 22:00,0.1974883,37.42539,232,0.46,1694
st2010-3512,17/01/2015 23:00,0.1981183,37.42532,193,0.07,1725
st2010-3512,18/01/2015 00:00,0.198055,37.4249,157,0.35,1744
st2010-3512,18/01/2015 01:00,0.198015,37.42487,109,0.31,1731
st2010-3512,18/01/2015 02:00,0.1978467,37.42499,105,0.35,1722
st2010-3512,18/01/2015 03:00,0.1992983,37.42513,192,0.13,1721
st2010-3512,18/01/2015 04:00,0.2020283,37.42353,254,0.6,1740
st2010-3512,18/01/2015 05:00,0.202015,37.42342,239,0.31,1725
st2010-3512,18/01/2015 06:00,0.2020283,37.42304,169,2.15,1727
st2010-3512,18/01/2015 07:00,0.2027233,37.42236,60,0.53,1734
st2010-3512,18/01/2015 08:00,0.2020417,37.42349,73,0.22,1732
st2010-3512,18/01/2015 09:00,0.2023067,37.42481,34,3.02,1724
st2010-3512,18/01/2015 10:00,0.2044517,37.42601,271,1.44,1691
st2010-3512,18/01/2015 11:00,0.2028433,37.42633,0,2.38,1737
st2010-3512,18/01/2015 12:00,0.2015567,37.42699,222,0.35,1737
st2010-3512,18/01/2015 13:00,0.20142,37.42857,122,0.87,1722
st2010-3512,18/01/2015 14:00,0.201175,37.43101,54,1.06,1664
st2010-3512,18/01/2015 15:00,0.2007967,37.4304,87,1.55,1741
st2010-3512,18/01/2015 16:00,0.1996967,37.43195,59,1.31,1772
st2010-3512,18/01/2015 17:00,0.200865,37.43208,91,4.53,1711
st2010-3512,18/01/2015 18:00,0.2011383,37.43282,298,0.62,1724
st2010-3512,18/01/2015 19:00,0.200655,37.43058,184,2.88,1714
st2010-3512,18/01/2015 20:00,0.199,37.42889,20,0.22,1722
st2010-3512,18/01/2015 21:00,0.1988883,37.42809,350,0.25,1729
st2010-3512,18/01/2015 22:00,0.1987633,37.42793,34,1.42,1743
st2010-3512,18/01/2015 23:00,0.2035917,37.42581,207,2.4,1721
st2010-3512,19/01/2015 00:00,0.20202,37.42336,138,0.76,1687
st2010-3512,19/01/2015 01:00,0.2017067,37.42288,305,1.06,1733
st2010-3512,19/01/2015 02:00,0.2016133,37.42272,153,0.11,1720
st2010-3512,19/01/2015 03:00,0.2014417,37.42262,30,0.04,1739
st2010-3512,19/01/2015 04:00,0.2016416,37.42247,330,0.47,1734
st2010-3512,19/01/2015 05:00,0.2017517,37.42275,243,0.07,1729
st2010-3512,19/01/2015 06:00,0.2021117,37.42336,220,0.35,1719
st2010-3512,19/01/2015 07:00,0.201905,37.4241,165,0.2,1725
st2010-3512,19/01/2015 08:00,0.2044833,37.42702,23,0.86,1782
st2010-3512,19/01/2015 09:00,0.2008317,37.4259,63,0.2,1713
st2010-3512,19/01/2015 10:00,0.19736,37.43002,148,0.64,1731
st2010-3512,19/01/2015 11:00,0.200125,37.43347,335,0.76,1724
st2010-3512,19/01/2015 12:00,0.2007067,37.43384,24,0.22,1737
st2010-3512,19/01/2015 13:00,0.2020417,37.43359,72,0.44,1727
st2010-3512,19/01/2015 14:00,0.202115,37.43037,125,0.11,1720
st2010-3512,19/01/2015 15:00,0.2041967,37.42647,230,0.91,1708
st2010-3512,19/01/2015 16:00,0.2042917,37.42631,134,0.86,1687
st2010-3512,19/01/2015 17:00,0.20494,37.42793,128,2.73,1728
st2010-3512,19/01/2015 18:00,0.20189,37.42891,103,1.71,1718
st2010-3512,19/01/2015 19:00,0.2019833,37.42878,274,0.33,1716
st2010-3512,19/01/2015 20:00,0.2007383,37.42789,349,0.53,1732
st2010-3512,19/01/2015 21:00,0.1990717,37.42867,143,0.04,1723
st2010-3512,19/01/2015 22:00,0.1991867,37.42873,304,0.82,1739
st2010-3512,19/01/2015 23:00,0.19839,37.42833,70,0.82,1735
st2010-3512,20/01/2015 00:00,0.1974933,37.42821,173,1.29,1790
st2010-3512,20/01/2015 01:00,0.1959617,37.42999,122,1.55,1731
st2010-3512,20/01/2015 02:00,0.1959583,37.43009,280,0.51,1734
st2010-3512,20/01/2015 03:01,0.1960967,37.4301,317,0.24,1755
st2010-3512,20/01/2015 05:00,0.1961683,37.42999,106,0.22,1716
st2010-3512,20/01/2015 06:00,0.1963567,37.42964,106,0.29,1749
st2010-3512,20/01/2015 07:00,0.1987017,37.42898,206,1.58,1753
st2010-3512,20/01/2015 08:00,0.2005533,37.42733,9,2.6,1704
st2010-3512,20/01/2015 09:00,0.2025817,37.42649,164,1.89,1562
st2010-3512,20/01/2015 10:01,0.2008833,37.4271,65,2.69,1712
st2010-3512,20/01/2015 11:00,0.2014767,37.42865,258,0.15,1725
st2010-3512,20/01/2015 12:00,0.2018917,37.43018,144,1.02,1693
st2010-3512,20/01/2015 13:00,0.199935,37.43242,204,4.35,1752
st2010-3512,20/01/2015 14:00,0.1995667,37.43266,66,0.6,1744
st2010-3512,20/01/2015 15:00,0.1998333,37.43324,78,0.35,1726
st2010-3512,20/01/2015 16:00,0.19974,37.43084,35,1.31,1757
st2010-3512,20/01/2015 17:00,0.2001467,37.43032,51,0.87,1657
st2010-3512,20/01/2015 18:00,0.1997833,37.42779,270,2.17,1683
st2010-3512,20/01/2015 19:00,0.1985117,37.43071,40,1.89,1752
st2010-3512,20/01/2015 20:00,0.2016917,37.43328,204,0.4,1806
st2010-3512,20/01/2015 21:00,0.202985,37.43368,18,0.6,1710
st2010-3512,20/01/2015 22:01,0.2023433,37.43383,205,2.75,1716
st2010-3512,20/01/2015 23:00,0.2006067,37.4321,30,3.42,1722
st2010-3512,21/01/2015 00:01,0.2004883,37.43113,119,0.2,1721
st2010-3512,21/01/2015 01:00,0.204625,37.42687,286,0.58,1712
st2010-3512,21/01/2015 02:00,0.20403,37.42406,269,0.47,1718
st2010-3512,21/01/2015 04:00,0.2041067,37.42408,281,0.66,1743
st2010-3512,21/01/2015 05:00,0.2039617,37.42382,89,0.33,1672
st2010-3512,21/01/2015 06:00,0.2035,37.42352,101,0.33,1720
st2010-3512,21/01/2015 07:00,0.2033533,37.42346,50,0.82,1724
st2010-3512,21/01/2015 08:00,0.20328,37.42327,199,2.86,1723
st2010-3512,21/01/2015 09:00,0.20195,37.42351,37,0.07,1733
st2010-3512,21/01/2015 10:00,0.2019367,37.42359,179,4.24,1753
st2010-3512,21/01/2015 11:00,0.2007567,37.42497,71,0.6,1720
st2010-3512,21/01/2015 12:00,0.20089,37.42562,123,0.05,1742
st2010-3512,21/01/2015 13:00,0.2014067,37.42853,143,1.06,1726
st2010-3512,21/01/2015 14:00,0.20142,37.42862,66,0.76,1735
st2010-3512,21/01/2015 15:00,0.2005783,37.42896,285,1.55,1761
st2010-3512,21/01/2015 16:00,0.1986917,37.43204,230,1.2,1746
st2010-3512,21/01/2015 17:00,0.19825,37.43242,149,0.25,1768
st2010-3512,21/01/2015 18:00,0.198175,37.43214,158,0.4,1732
st2010-3512,21/01/2015 19:01,0.196985,37.43021,275,0.71,1728
st2010-3512,21/01/2015 20:00,0.1960067,37.42921,240,20.06,1644
st2010-3512,21/01/2015 21:00,0.1955683,37.42934,129,0.67,1742
st2010-3512,21/01/2015 22:00,0.195195,37.42988,56,1.06,1822
st2010-3512,21/01/2015 23:00,0.19558,37.42984,64,0.71,1750
st2010-3512,22/01/2015 00:00,0.1963133,37.42843,293,0.07,1753
st2010-3512,22/01/2015 01:00,0.1991167,37.42913,295,12.27,1784
st2010-3512,22/01/2015 02:00,0.19872,37.43,303,1.58,1715
st2010-3512,22/01/2015 03:00,0.1981233,37.43109,207,0.2,1720
st2010-3512,22/01/2015 04:00,0.198155,37.43086,38,0.46,1690
st2010-3512,22/01/2015 05:00,0.1981317,37.43102,247,0.56,1720
st2010-3512,22/01/2015 06:00,0.19897,37.4309,125,1.15,1713
st2010-3512,22/01/2015 07:00,0.2013117,37.42914,244,2.28,1734
st2010-3512,22/01/2015 08:00,0.2013967,37.42876,233,0.86,1731
st2010-3512,22/01/2015 09:00,0.2017633,37.42813,245,0.25,1716
st2010-3512,22/01/2015 10:00,0.203805,37.42944,201,0.86,1714
st2010-3512,22/01/2015 11:00,0.2034167,37.42942,328,0.71,1734
st2010-3512,22/01/2015 12:00,0.2023833,37.4293,189,1.27,1727
st2010-3512,22/01/2015 13:00,0.20238,37.42937,99,0.6,1717
st2010-3512,22/01/2015 14:00,0.2011083,37.43173,156,0.33,1734
st2010-3512,22/01/2015 15:01,0.1998083,37.43343,7,0.35,1725
st2010-3512,22/01/2015 16:00,0.1974767,37.43201,305,1.4,1719
st2010-3512,22/01/2015 17:00,0.1972117,37.43149,20,0.69,1727
st2010-3512,22/01/2015 18:00,0.1967867,37.4311,10,0.76,1729
st2010-3512,22/01/2015 19:00,0.1970283,37.43035,274,0.87,1862
st2010-3512,22/01/2015 20:00,0.19379,37.42666,91,0.86,1744
st2010-3512,22/01/2015 21:00,0.1932633,37.42695,99,0.6,1689
st2010-3512,22/01/2015 23:00,0.19003,37.42822,22,1.13,1743
st2010-3512,23/01/2015 00:00,0.1893317,37.4284,221,0.05,1747
st2010-3512,23/01/2015 01:00,0.1893083,37.42835,310,0.44,1755
st2010-3512,23/01/2015 02:00,0.1835667,37.43057,149,0.35,1753
st2010-3512,23/01/2015 03:00,0.167195,37.43475,341,0.25,1826
st2010-3512,23/01/2015 04:00,0.16392,37.4362,90,0.15,1845
st2010-3512,23/01/2015 05:00,0.1639217,37.43623,118,0.76,1855
st2010-3512,23/01/2015 06:00,0.1639533,37.43628,101,0.62,1858
st2010-3512,23/01/2015 07:00,0.1586,37.44104,122,3.33,1915
st2010-3512,23/01/2015 08:00,0.1562483,37.44587,73,0.75,1936
st2010-3512,23/01/2015 09:00,0.1538617,37.44846,57,0.47,1945
st2010-3512,23/01/2015 10:00,0.1515583,37.45041,289,1.02,1959
st2010-3512,23/01/2015 11:00,0.1493533,37.45289,4,0.2,1982
st2010-3512,23/01/2015 12:00,0.1489767,37.45343,37,0.22,1954
st2010-3512,23/01/2015 13:00,0.1482033,37.4539,188,0.95,1983
st2010-3512,23/01/2015 14:00,0.1470567,37.45465,119,1.26,2000
st2010-3512,23/01/2015 15:00,0.14662,37.45546,175,0.6,1978
